epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,47.6804,1.92693,1.73176,1.29756,0.27855,0.16867,0.13882,0.03993,2.75781,2.85518,2.22679,0.006535,0.006535,0.006535
37,48.9817,1.72394,1.81876,1.17128,0.41614,0.1747,0.20046,0.05893,2.58548,2.78108,2.15563,0.006436,0.006436,0.006436
38,50.2876,2.25029,2.03346,1.37391,0.43555,0.24172,0.22326,0.06969,2.55825,2.71684,2.12405,0.006337,0.006337,0.006337
39,51.5945,2.34648,1.79085,1.45208,0.39856,0.22289,0.19263,0.0641,2.57372,2.71389,2.12993,0.006238,0.006238,0.006238
40,52.9229,2.13094,1.61149,1.33614,0.18377,0.12048,0.07368,0.01931,2.96578,3.17854,2.20561,0.006139,0.006139,0.006139
41,54.2339,2.05517,1.81617,1.37366,0.33539,0.28313,0.18383,0.06079,2.60887,2.62084,2.09415,0.00604,0.00604,0.00604
42,55.5586,2.00051,2.10045,1.3419,0.15086,0.13855,0.05995,0.01892,2.64655,3.06101,2.13212,0.005941,0.005941,0.005941
43,56.8616,1.67815,1.56176,1.17426,0.25716,0.16265,0.09955,0.02966,2.71105,2.94722,2.13397,0.005842,0.005842,0.005842
44,58.1788,1.86961,1.5793,1.41358,0.23775,0.1747,0.10462,0.03126,2.75095,2.97869,2.08878,0.005743,0.005743,0.005743
45,59.4964,1.73793,2.13544,1.14933,0.27925,0.20482,0.12477,0.03436,2.69129,2.86459,2.08166,0.005644,0.005644,0.005644
46,60.8184,1.97787,1.47212,1.34619,0.29365,0.1988,0.12987,0.04541,2.64709,2.96219,2.03885,0.005545,0.005545,0.005545
47,62.1301,2.0319,1.89,1.28273,0.04763,0.1988,0.02178,0.0062,2.81113,5.34027,2.62188,0.005446,0.005446,0.005446
48,63.463,1.97762,1.61812,1.23292,0.07778,0.13855,0.02549,0.00728,2.66919,5.83071,2.38732,0.005347,0.005347,0.005347
49,64.7739,1.73032,1.4255,1.27495,0.04229,0.12651,0.0192,0.00603,2.61748,4.85217,2.27968,0.005248,0.005248,0.005248
50,66.102,1.65941,1.30584,1.1193,0.11364,0.27711,0.08306,0.02517,2.57771,3.89014,2.20688,0.005149,0.005149,0.005149
51,67.412,1.79033,1.4917,1.25951,0.1909,0.28916,0.12994,0.03749,2.61621,3.08355,2.18916,0.00505,0.00505,0.00505
52,68.7268,1.94189,1.59301,1.46193,0.20649,0.28313,0.16647,0.04939,2.59609,2.96272,2.14377,0.004951,0.004951,0.004951
53,70.0336,1.77712,1.36981,1.10082,0.33459,0.28916,0.19938,0.05601,2.65793,2.89973,2.23181,0.004852,0.004852,0.004852
54,71.3555,1.74141,1.37839,1.20798,0.36681,0.25904,0.18857,0.05185,2.68578,2.99202,2.29292,0.004753,0.004753,0.004753
55,72.6675,1.7628,1.50305,1.275,0.17589,0.1988,0.09406,0.02838,2.66172,4.09919,2.15707,0.004654,0.004654,0.004654
56,73.9961,1.81016,1.44862,1.28587,0.29757,0.22289,0.13258,0.04113,2.66346,3.19344,2.13426,0.004555,0.004555,0.004555
57,75.3079,2.10933,1.43231,1.18084,0.27104,0.23494,0.13511,0.04041,2.70055,2.84813,2.04086,0.004456,0.004456,0.004456
58,76.6225,1.42187,1.20516,1.10176,0.31101,0.27108,0.20074,0.06394,2.62628,2.63199,1.98486,0.004357,0.004357,0.004357
59,77.9296,1.69507,1.58276,1.19178,0.30674,0.23494,0.18096,0.05704,2.69199,2.60576,2.01248,0.004258,0.004258,0.004258
60,79.2441,1.74192,1.345,1.2106,0.30626,0.30723,0.21945,0.06514,2.65998,2.50891,2.01689,0.004159,0.004159,0.004159
61,80.546,2.64426,2.42356,2.08062,0.30228,0.25301,0.17911,0.05495,2.70925,2.62654,1.92501,0.00406,0.00406,0.00406
62,81.8496,1.87791,1.79428,1.18568,0.36402,0.18675,0.16042,0.05612,2.77139,2.72713,1.94595,0.003961,0.003961,0.003961
63,83.1619,1.69241,1.41142,1.12637,0.31711,0.25301,0.17589,0.05293,2.70838,2.95329,1.91421,0.003862,0.003862,0.003862
64,84.4756,1.85598,1.60018,1.05766,0.24054,0.1988,0.11867,0.03737,2.77798,3.41836,1.92746,0.003763,0.003763,0.003763
65,85.7767,1.79988,1.56681,1.20175,0.09494,0.16367,0.03362,0.00992,3.0333,4.81925,2.0276,0.003664,0.003664,0.003664
66,87.094,1.66942,1.65871,1.13205,0.20292,0.18557,0.08911,0.02671,2.86867,4.35475,1.97003,0.003565,0.003565,0.003565
67,88.3932,1.77251,1.20206,1.20443,0.22596,0.16004,0.09331,0.03142,2.85168,4.36693,1.93071,0.003466,0.003466,0.003466
68,89.7103,1.40227,1.23338,1.13375,0.23027,0.20482,0.11059,0.04101,2.76872,3.52056,1.90122,0.003367,0.003367,0.003367
69,91.0245,1.55098,1.11757,1.11749,0.38842,0.2334,0.17895,0.06038,2.77045,3.04051,1.9372,0.003268,0.003268,0.003268
70,92.3397,1.37235,1.09615,1.06889,0.48998,0.31832,0.26101,0.08267,2.71266,2.79411,1.99627,0.003169,0.003169,0.003169
71,93.655,1.71497,1.43723,1.41712,0.3744,0.36145,0.24137,0.07701,2.68389,2.50448,2.0137,0.00307,0.00307,0.00307
72,94.9682,1.54422,1.20051,1.08741,0.38945,0.30723,0.22284,0.07391,2.74031,2.47785,2.01735,0.002971,0.002971,0.002971
73,96.2687,1.98453,1.46548,1.29052,0.47581,0.30723,0.26622,0.09969,2.70195,2.27802,2.02101,0.002872,0.002872,0.002872
74,97.5906,1.447,1.04176,1.09279,0.46921,0.33133,0.27922,0.10105,2.68114,2.21906,1.99746,0.002773,0.002773,0.002773
75,98.8875,1.50894,1.29947,1.1584,0.40265,0.27108,0.23557,0.07759,2.76779,2.24592,2.02502,0.002674,0.002674,0.002674
76,100.189,1.55094,1.08528,1.18885,0.47876,0.28313,0.26909,0.08984,2.65871,2.20643,1.9836,0.002575,0.002575,0.002575
77,101.504,1.26987,1.02299,1.03946,0.45257,0.31928,0.29353,0.09733,2.67501,2.24901,2.00657,0.002476,0.002476,0.002476
78,102.823,1.27466,1.16554,1.10958,0.42346,0.34071,0.27789,0.09573,2.65139,2.28703,1.98441,0.002377,0.002377,0.002377
79,104.115,1.59791,1.22123,1.00674,0.40139,0.29085,0.24844,0.08483,2.77348,2.37762,2.06549,0.002278,0.002278,0.002278
80,105.438,1.3642,1.03034,1.1471,0.53441,0.25904,0.26629,0.087,2.73944,2.2969,2.05364,0.002179,0.002179,0.002179
81,106.735,1.33656,1.05512,1.14377,0.47983,0.3012,0.28582,0.08672,2.77058,2.24286,2.07948,0.00208,0.00208,0.00208
82,108.048,1.32992,1.00663,1.0416,0.34993,0.32428,0.26835,0.08729,2.78213,2.32975,2.07133,0.001981,0.001981,0.001981
83,109.342,1.56828,1.12061,1.0515,0.49925,0.26427,0.26137,0.08688,2.78115,2.29478,2.07343,0.001882,0.001882,0.001882
84,110.643,1.23863,1.02461,1.02455,0.50084,0.27711,0.28016,0.09342,2.75843,2.27631,2.0704,0.001783,0.001783,0.001783
85,111.939,1.6025,1.08593,1.08168,0.56549,0.27711,0.29979,0.09668,2.70572,2.24904,2.03767,0.001684,0.001684,0.001684
86,113.24,1.53789,1.11274,1.0412,0.48394,0.3494,0.32624,0.10957,2.65162,2.16639,2.01557,0.001585,0.001585,0.001585
87,114.54,1.30789,0.97716,1.02243,0.48476,0.36145,0.34387,0.1111,2.60642,2.13316,1.98684,0.001486,0.001486,0.001486
88,115.854,1.42254,1.02487,1.10084,0.57866,0.3012,0.33126,0.11206,2.62136,2.19615,1.98815,0.001387,0.001387,0.001387
89,117.142,0.85582,1.28682,0.69607,0.52389,0.3494,0.33862,0.10972,2.60403,2.19191,1.98138,0.001288,0.001288,0.001288
90,118.442,0.82696,1.816,0.70415,0.49741,0.36369,0.33272,0.1086,2.61168,2.19262,1.97585,0.001189,0.001189,0.001189
91,119.784,1.19541,0.8412,1.03734,0.5272,0.37952,0.35039,0.11402,2.61159,2.18232,1.96265,0.00109,0.00109,0.00109
92,121.061,1.2488,1.46516,1.10328,0.52506,0.38554,0.35493,0.11583,2.59573,2.1966,1.96628,0.000991,0.000991,0.000991
93,122.31,0.88636,1.41674,0.72934,0.49589,0.35555,0.33499,0.11176,2.58886,2.18637,1.93802,0.000892,0.000892,0.000892
94,123.57,1.55166,1.21451,1.05355,0.48919,0.36145,0.33659,0.11384,2.58048,2.19887,1.91269,0.000793,0.000793,0.000793
95,124.828,1.27941,0.9838,1.15726,0.54589,0.33133,0.33991,0.10836,2.5865,2.21229,1.91436,0.000694,0.000694,0.000694
96,126.085,1.20419,0.9377,1.0487,0.53875,0.3253,0.33326,0.11102,2.58445,2.20108,1.91571,0.000595,0.000595,0.000595
97,127.341,1.05382,0.95628,0.99846,0.53562,0.33133,0.33624,0.1112,2.60338,2.21721,1.91877,0.000496,0.000496,0.000496
98,128.607,1.07066,0.85393,1.00747,0.5337,0.33133,0.33787,0.11103,2.60446,2.20925,1.91594,0.000397,0.000397,0.000397
99,129.864,1.1611,0.89993,1.0676,0.50985,0.3253,0.31222,0.10882,2.61045,2.20797,1.91049,0.000298,0.000298,0.000298
100,131.122,1.08415,0.80169,0.96864,0.50901,0.31928,0.30892,0.10981,2.60799,2.19899,1.90701,0.000199,0.000199,0.000199
