epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,29.5405,3.21052,3.23899,2.71046,9e-05,0.00602,5e-05,4e-05,4.11728,5.41968,3.81602,0.051408,0.00440801,0.00440801
19,31.1341,3.06767,3.61561,3.34127,9e-05,0.00602,5e-05,4e-05,4.02187,5.41084,3.76003,0.0486021,0.00460208,0.00460208
20,32.7222,3.98902,3.04534,2.7114,9e-05,0.00602,5e-05,4e-05,4.04871,5.41485,3.76267,0.0457902,0.00479021,0.00479021
21,34.2868,3.82415,3.34802,2.65184,9e-05,0.00602,5e-05,4e-05,4.08481,5.41237,3.77074,0.0429724,0.0049724,0.0049724
22,35.8939,3.8501,3.61984,2.73988,9e-05,0.00602,5e-05,4e-05,4.04038,5.40832,3.75016,0.0401487,0.00514865,0.00514865
23,37.466,4.19983,3.66847,2.78723,9e-05,0.00602,5e-05,4e-05,3.72463,5.38249,3.58668,0.037319,0.00531896,0.00531896
24,39.0263,3.29598,3.30027,2.52904,9e-05,0.00602,5e-05,4e-05,3.50415,5.352,3.42079,0.0344833,0.00548333,0.00548333
25,40.691,3.63418,3.02883,2.42228,9e-05,0.00602,5e-05,4e-05,3.28726,5.29147,3.22322,0.0316418,0.00564176,0.00564176
26,42.2787,3.20616,2.63906,2.37329,9e-05,0.00602,5e-05,4e-05,3.39479,5.27891,3.23349,0.0287943,0.00579425,0.00579425
27,43.8497,3.31334,3.22566,2.72164,9e-05,0.00602,5e-05,4e-05,3.09074,5.23133,3.11085,0.0259408,0.0059408,0.0059408
28,45.4816,2.81887,3.10878,2.19855,9e-05,0.00602,5e-05,4e-05,3.04113,5.17459,3.05868,0.0230814,0.00608141,0.00608141
29,47.0519,3.34721,2.59152,2.20206,9e-05,0.00602,5e-05,4e-05,2.99498,5.03906,2.97679,0.0202161,0.00621608,0.00621608
30,48.6236,2.64197,3.08612,2.10349,9e-05,0.00602,5e-05,4e-05,2.92955,5.10423,2.93502,0.0173448,0.00634481,0.00634481
31,50.2337,3.49734,3.25478,2.80731,0.44444,0.0241,0.2284,0.06245,2.96442,4.72936,2.77047,0.0144676,0.0064676,0.0064676
32,51.8089,3.09948,2.55278,2.14279,0.18056,0.07831,0.10035,0.03422,2.9345,4.66149,2.83435,0.0115844,0.00658445,0.00658445
33,53.3764,2.81664,2.7791,1.99904,0.15,0.01807,0.0801,0.02655,3.04803,4.7804,2.90556,0.00869536,0.00669536,0.00669536
34,54.968,3.68618,2.93298,2.30251,0.10959,0.19277,0.10526,0.02938,3.07966,4.52684,2.90275,0.006733,0.006733,0.006733
35,56.6087,3.0329,2.71503,2.23479,0.09901,0.24096,0.11099,0.03572,2.89767,4.31335,2.69146,0.006634,0.006634,0.006634
36,58.217,2.9341,2.59281,1.9637,0.0724,0.16265,0.05591,0.01472,3.03225,3.7643,2.68361,0.006535,0.006535,0.006535
37,59.7966,2.53679,2.70169,1.96228,0.06271,0.22892,0.08457,0.02608,2.96021,4.27695,2.73227,0.006436,0.006436,0.006436
38,61.3958,2.83724,3.08529,2.05707,0.03048,0.43976,0.11075,0.03153,2.87884,3.83396,2.63687,0.006337,0.006337,0.006337
39,62.9939,3.13307,2.62868,2.06931,0.03093,0.56024,0.08037,0.02209,2.89564,3.70442,2.63086,0.006238,0.006238,0.006238
40,64.6116,2.93746,2.47524,2.01351,0.0302,0.57229,0.10521,0.03191,2.85491,3.55632,2.55436,0.006139,0.006139,0.006139
41,66.2119,3.00683,2.73154,2.53109,0.33523,0.07229,0.11969,0.03041,2.89916,3.35941,2.5655,0.00604,0.00604,0.00604
42,67.8133,3.06607,2.5031,2.0582,0.20867,0.20482,0.11292,0.03838,2.81997,3.40734,2.56437,0.005941,0.005941,0.005941
43,69.4135,2.76905,2.1459,1.84954,0.20755,0.11446,0.07299,0.02199,2.89965,3.19148,2.60735,0.005842,0.005842,0.005842
44,71.0522,3.02988,2.47033,2.16163,0.13684,0.22892,0.07135,0.02351,2.92897,2.80691,2.62117,0.005743,0.005743,0.005743
45,72.6598,2.88321,2.21915,1.72067,0.20409,0.23494,0.10343,0.03011,2.9007,2.87174,2.57504,0.005644,0.005644,0.005644
46,74.2726,2.75781,2.3392,1.91384,0.22149,0.1506,0.09619,0.03025,2.83939,3.01552,2.48013,0.005545,0.005545,0.005545
47,75.8791,3.05315,2.27201,1.87548,0.18251,0.29518,0.1061,0.03559,2.91124,2.67341,2.52878,0.005446,0.005446,0.005446
48,77.4956,2.74867,2.48654,1.86505,0.29727,0.09639,0.12996,0.0416,2.88128,3.0372,2.46693,0.005347,0.005347,0.005347
49,79.1017,2.72085,2.3603,1.85927,0.26328,0.3012,0.15363,0.04924,2.81263,2.66517,2.38471,0.005248,0.005248,0.005248
50,80.7111,2.38534,1.9264,1.56852,0.1926,0.24699,0.13115,0.04294,2.6998,2.86944,2.33908,0.005149,0.005149,0.005149
51,82.3249,2.67177,2.17981,1.8293,0.20997,0.25301,0.14558,0.0453,2.90943,2.83672,2.33073,0.00505,0.00505,0.00505
52,83.9419,2.61069,2.3216,2.28565,0.21914,0.3012,0.14211,0.04797,2.93739,3.29473,2.46623,0.004951,0.004951,0.004951
53,85.5804,2.52993,1.99014,1.62384,0.17751,0.29518,0.1381,0.04628,2.8856,3.64786,2.37432,0.004852,0.004852,0.004852
54,87.1981,2.52999,2.09516,1.7147,0.25497,0.3012,0.16994,0.06229,2.75041,2.57009,2.31256,0.004753,0.004753,0.004753
55,88.8045,2.61569,2.28918,1.76069,0.33955,0.27711,0.20426,0.05947,2.74133,2.61429,2.25762,0.004654,0.004654,0.004654
56,90.427,2.43157,1.90146,1.86877,0.34066,0.3012,0.2315,0.07514,2.71171,2.80066,2.25736,0.004555,0.004555,0.004555
57,92.0619,2.5731,1.95294,1.55132,0.27611,0.34008,0.21519,0.06662,2.7269,2.56306,2.2293,0.004456,0.004456,0.004456
58,93.6794,2.46726,1.99054,1.69004,0.28954,0.32407,0.22683,0.0715,2.71444,2.53968,2.22723,0.004357,0.004357,0.004357
59,95.2853,2.33749,2.70572,1.60952,0.29206,0.22289,0.18036,0.05798,2.73689,2.60254,2.24786,0.004258,0.004258,0.004258
60,96.8915,2.54062,1.98439,1.66317,0.29689,0.33133,0.22023,0.07146,2.67659,2.63252,2.22981,0.004159,0.004159,0.004159
61,98.496,3.26516,2.44578,2.45484,0.33846,0.30723,0.23059,0.07497,2.6686,2.52143,2.2695,0.00406,0.00406,0.00406
62,100.094,2.38392,2.15788,1.56997,0.37392,0.25186,0.20618,0.0626,2.70676,2.70569,2.23621,0.003961,0.003961,0.003961
63,101.777,2.53469,1.85348,1.61221,0.39684,0.21084,0.20834,0.06289,2.682,2.46302,2.21105,0.003862,0.003862,0.003862
64,103.376,3.15555,2.18231,1.67303,0.33506,0.26506,0.22898,0.07418,2.69679,2.44589,2.24598,0.003763,0.003763,0.003763
65,104.973,2.77806,1.93161,1.72581,0.27685,0.28916,0.19477,0.05572,2.6829,2.54692,2.23534,0.003664,0.003664,0.003664
66,106.578,2.87434,2.24697,1.7665,0.32563,0.33735,0.22401,0.07548,2.67783,2.55658,2.20856,0.003565,0.003565,0.003565
67,108.178,2.40977,1.82311,1.51481,0.24436,0.31928,0.21093,0.06841,2.60121,2.54045,2.17955,0.003466,0.003466,0.003466
68,109.771,2.3753,1.75976,1.63636,0.27732,0.22289,0.1859,0.06354,2.65666,2.61895,2.21471,0.003367,0.003367,0.003367
69,111.368,2.11442,1.80751,1.50554,0.37648,0.21687,0.20815,0.07027,2.63031,2.56795,2.18243,0.003268,0.003268,0.003268
70,112.958,2.22623,1.82763,1.55341,0.28655,0.21687,0.19103,0.05859,2.71644,2.69824,2.23147,0.003169,0.003169,0.003169
71,114.558,2.58521,2.01941,1.84207,0.24897,0.3253,0.22749,0.07963,2.63783,2.4637,2.18401,0.00307,0.00307,0.00307
72,116.21,2.30757,1.71196,1.49537,0.26935,0.26506,0.22971,0.08324,2.65107,2.50212,2.17015,0.002971,0.002971,0.002971
73,117.811,3.00298,2.38968,1.81029,0.38082,0.23494,0.22988,0.0857,2.59087,2.49352,2.13967,0.002872,0.002872,0.002872
74,119.421,2.40672,1.83895,1.59254,0.40683,0.22289,0.24225,0.08203,2.60684,2.53146,2.13869,0.002773,0.002773,0.002773
75,121.008,2.45009,1.91647,1.80515,0.35017,0.22892,0.17587,0.05979,2.71128,2.68103,2.21988,0.002674,0.002674,0.002674
76,122.605,2.50456,1.8786,1.5746,0.32249,0.23494,0.19864,0.06528,2.66284,2.66737,2.20807,0.002575,0.002575,0.002575
77,124.207,2.08314,1.49025,1.43971,0.33228,0.21084,0.20165,0.07512,2.65602,2.69907,2.1957,0.002476,0.002476,0.002476
78,125.807,2.10386,1.78023,1.70561,0.36806,0.23494,0.22845,0.07993,2.66952,2.58549,2.17788,0.002377,0.002377,0.002377
79,127.39,2.31079,1.58431,1.26682,0.28839,0.28916,0.18499,0.06352,2.73144,2.68133,2.25533,0.002278,0.002278,0.002278
80,128.996,2.03353,1.60337,1.62855,0.30657,0.26102,0.22367,0.07781,2.65715,2.63213,2.19369,0.002179,0.002179,0.002179
81,130.63,2.13537,1.70749,1.61563,0.33123,0.24699,0.20925,0.0726,2.70349,2.6359,2.22292,0.00208,0.00208,0.00208
82,132.233,2.15161,1.48658,1.44184,0.3476,0.25904,0.22644,0.07821,2.6735,2.58956,2.18477,0.001981,0.001981,0.001981
83,133.826,2.30172,1.58704,1.3956,0.29086,0.16867,0.16303,0.06055,2.79813,2.84827,2.31002,0.001882,0.001882,0.001882
84,135.419,2.1692,1.44585,1.37886,0.34506,0.17776,0.17752,0.06015,2.79752,2.77871,2.28295,0.001783,0.001783,0.001783
85,137.02,2.18476,1.54733,1.37626,0.41689,0.28916,0.24779,0.08059,2.67259,2.56546,2.16115,0.001684,0.001684,0.001684
86,138.616,2.2485,1.45723,1.33676,0.34181,0.24699,0.22509,0.0721,2.71828,2.6071,2.18435,0.001585,0.001585,0.001585
87,140.211,1.97249,1.35627,1.34288,0.40207,0.28313,0.26411,0.08584,2.64334,2.48301,2.11575,0.001486,0.001486,0.001486
88,141.82,1.78846,1.428,1.39084,0.3631,0.30723,0.26784,0.08684,2.63809,2.45776,2.10326,0.001387,0.001387,0.001387
89,143.43,1.46943,1.39898,1.02321,0.40968,0.31325,0.27647,0.08998,2.64341,2.36685,2.09337,0.001288,0.001288,0.001288
90,145.032,1.45338,1.7848,0.9862,0.42235,0.3494,0.28949,0.09162,2.64487,2.34006,2.09476,0.001189,0.001189,0.001189
91,146.742,1.99039,1.52932,1.45842,0.48657,0.35542,0.31578,0.09842,2.63317,2.32157,2.1062,0.00109,0.00109,0.00109
92,148.314,2.21264,1.87701,1.71999,0.49183,0.37349,0.33336,0.10588,2.60804,2.25907,2.07475,0.000991,0.000991,0.000991
93,149.868,1.35204,1.46194,0.96566,0.51249,0.3494,0.33255,0.1067,2.60262,2.26509,2.07292,0.000892,0.000892,0.000892
94,151.43,2.22763,1.45965,1.42366,0.4949,0.3494,0.33652,0.10538,2.57732,2.25025,2.06287,0.000793,0.000793,0.000793
95,152.994,2.33829,1.55353,1.90711,0.41013,0.31928,0.30141,0.10163,2.58899,2.24975,2.05877,0.000694,0.000694,0.000694
96,154.552,2.05547,1.60212,1.63021,0.40281,0.31928,0.30882,0.09885,2.59329,2.24964,2.05237,0.000595,0.000595,0.000595
97,156.132,1.69787,1.45163,1.42705,0.38363,0.33735,0.31396,0.10097,2.59985,2.24871,2.03347,0.000496,0.000496,0.000496
98,157.702,1.95831,1.46252,1.40966,0.60771,0.27711,0.3395,0.10621,2.58647,2.24241,2.04598,0.000397,0.000397,0.000397
99,159.29,1.87293,1.49484,1.66322,0.38199,0.36145,0.31984,0.10832,2.59305,2.21973,2.0284,0.000298,0.000298,0.000298
100,160.897,1.75268,1.35327,1.43647,0.38921,0.36145,0.32553,0.10849,2.5923,2.22212,2.0314,0.000199,0.000199,0.000199
